test;This cave, also known as Diccan Pot, must be regarded as absolutely out of bounds for all but hardy and experienced cavers.;"['cave', 'Diccan', 'Pot']"
test;The astral body, also known as the emotional body, reflects most of the auric colouring.;"['astral', 'body', 'emotional', 'body']"
test;The low-density lipoproteins, also known as the beta lipoproteins have an electrophoretic mobility which is slightly slower than the prebeta fraction.;"['low-density', 'lipoproteins', 'beta' ,'lipoproteins']"
test;Porches, also known as bellends, can be found anywhere on the tent, depending on the design.;"['Porches', 'bellends']"
test;It is thought that chronic fatigue syndrome, also known as myalgic encephalopathy (ME), can be triggered by viruses, including flu.;"['chronic', 'fatigue', 'syndrome', 'myalgic', 'encephalopathy', 'ME']"
test;Debit cards, also known as check cards, do not have interest charges.;"['Debit', 'cards', 'check', 'cards']"
test;Edge–A bookmaker's commission. Also known as Advantage, vigorish and juice.;"['Edge', 'Advantage', 'vigorish', 'juice']"
test;So, as I said to you, natural medicine is also known as holistic medicine.;"['natural', 'medicine', 'holistic', 'medicine']"
test;If you can not find a pulse, you must begin chest compression, also known as heart massage.;"['chest', 'compression', 'heart', 'massage']"
test;For a beginner, the bait is often one of the hedgehog cacti, also known as the Echinocereanae.;"['bait', 'Echinocereanae']"
test;The drug is variously known as crack or freebase.;"['drug', 'crack', 'freebase']"
test;Wolves hunt in groups known as packs.;"['Wolves', 'packs']"
test;He was known as a radical reformer/thinker/politician.;"['He', 'radical', 'reformer', 'thinker', 'politician']"
test;Sodium chloride is more commonly known as salt.;"['Sodium', 'chloride', 'salt']"
test;Christopher is commonly known as Kit.;"['Christopher', 'Kit']"
test;The disease is more commonly known as Mad Cow Disease.;"['disease', 'Mad', 'Cow', 'Disease']"
test;The bay is well known as a safe anchorage.;"['bay', 'safe', 'anchorage']"
test;Usenet is a collection of discussion groups, known as newsgroups(sentencedict.com), to which anybody can subscribe.;"['Usenet', 'newsgroups', 'sentencedict.com']"
test;Janis Joplin was known as the High Priestess of Rock.;"['Janis', 'Joplin', 'High', 'Priestess', 'Rock']"
test;Arabian jam is also known as angels' hair preserve, or more prosaically as carrot jam.;"['Arabian', 'jam', 'angels', 'carrot', 'jam']"
test;The in-game microphone on Kobe Bryant, aka the Black Mamba could make known the snake-like hissing sound he makes as a subtler way to tell his teammates to get him the ball.;"['Kobe', 'Bryant', 'Black', 'Mamba']"
test;Of course I know him. He's Henry Ford, AKA, the oil magnate.;"['Henry', 'Ford', 'oil', 'magnate']"
test;For its part, the Shanghai listed aka Swellfun is also a purveyor of high end spirits.;"['Shanghai', 'Swellfun']"
test;Speed play (aka Fartlek) Fartlek, commonly known in the U.S. as interval training, is the Swedish word for "speed play.";"['Speed', 'play', 'Fartlek']"
test;Bryant aka 81 aka Black aka KB 24 is the one.;"['Bryant', '81', 'Black', 'KB', '24']"
test;I point you to Arachaea, aka Archaebacteria and Extremophiles. These miraculous organisms live in ridiculously extreme climates.;"['Arachaea', 'Archaebacteria', 'Extremophiles']"
test;Sylvester Stallone as Barney Ross aka The Schizo, a veteran Expendable and leader of the team.;"['Sylvester', 'Stallone', 'Barney', 'Ross', 'Schizo']"
test;Genetic studies have shown that male pattern baldness (aka androgenetic alopecia, or common baldness) is caused by a sensitivity of hair follicles to a male sex hormone.;"['pattern', 'baldness', 'androgenetic' , 'alopecia', 'common', 'baldness']"
test;In March, computer hacker Albert Gonzalez (aka ‘soupnazi’) received a 20-year prison sentence, the most severe cybercrime punishment handed down in U.S. history.;"['Albert', 'Gonzalez', 'soupnazi']"
test;Made from the extract of citrus aurantium, aka "Bitter Orange".;"['citrus', 'aurantium', 'Bitter', 'Orange']"
test;According to the standard of 3 GPP, WLAN users authenticate and distribute keys through EAP AKA protocol.;"['EAP', 'protocol']"
test;His latest film is described as a 'romantic comedy'.;"['film', 'romantic', 'comedy']"
test;She is described by the Argive elders as speaking in riddles because they fail to understand her predictions.;"['Argive', 'elders', 'speaking', 'riddles']"
test;The final mode is described as Command mode, and, essentially, gives command line access to the FastLynx program.;"['final', 'mode','Command', 'mode']"
test;She is being treated at Walton Hospital, where her condition is described as 'satisfactory'.;"['condition', 'satisfactory']"
test;The light is connected to a timer.;"['light', 'timer']"
test;The thigh bone is connected to the hip bone.;"['thigh', 'bone', 'hip', 'bone']"
test;The island is connected to the mainland by a causeway.;"['island', 'mainland']"
test;The north and south of the island are linked by a narrow isthmus.;"['north', 'south']"
test;For many years the atom was believed to be indivisible.;"['atom', 'indivisible']"
test;Dancing was believed to be sinful.;"['Dancing', 'sinful']"
test;Nicolas is called as small Napoleon, politician Mozart and Pekinese dog.;"['Nicolas', 'small', 'Napoleon', 'politician', 'Mozart', 'Pekinese', 'dog']"
test;Fleece production is the main performance of alpaca. The fleece is called as soft gold.;"['fleece', 'soft', 'gold']"
